sk_partido,Fecha,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSH,PSD,PSA,Prob_H,Prob_D,Prob_A,Margen_B365,Flag_Outlier_Cuota,Temporada,Mes,Anio,source_id,load_timestamp
660,2022-03-19,Alaves,Granada,2,3,A,2.0,3.3,4.0,2.06,3.32,4.22,0.5,0.303,0.25,1.053,0,2021/2022,3,2022,football-data.co.uk,2026-05-22 12:09:26.222082
661,2022-03-19,Elche,Valencia,0,1,A,2.62,3.25,2.7,2.79,3.18,2.86,0.3817,0.3077,0.3704,1.0597,0,2021/2022,3,2022,football-data.co.uk,2026-05-22 12:09:26.222082
662,2022-03-19,Osasuna,Levante,3,1,H,1.9,3.5,4.2,1.93,3.6,4.41,0.5263,0.2857,0.2381,1.0501,0,2021/2022,3,2022,football-data.co.uk,2026-05-22 12:09:26.222082
663,2022-03-19,Vallecano,Ath Madrid,0,1,A,4.0,3.25,2.0,4.1,3.44,2.05,0.25,0.3077,0.5,1.0577,0,2021/2022,3,2022,football-data.co.uk,2026-05-22 12:09:26.222082
664,2022-03-20,Cadiz,Villarreal,1,0,H,4.75,3.5,1.83,4.94,3.58,1.85,0.2105,0.2857,0.5464,1.0427,0,2021/2022,3,2022,football-data.co.uk,2026-05-22 12:09:26.222082
665,2022-03-20,Celta,Betis,0,0,D,2.2,3.5,3.2,2.22,3.54,3.45,0.4545,0.2857,0.3125,1.0528,0,2021/2022,3,2022,football-data.co.uk,2026-05-22 12:09:26.222082
666,2022-03-20,Espanol,Mallorca,1,0,H,2.05,3.5,3.5,2.15,3.48,3.7,0.4878,0.2857,0.2857,1.0592,0,2021/2022,3,2022,football-data.co.uk,2026-05-22 12:09:26.222082
667,2022-03-20,Real Madrid,Barcelona,0,4,A,2.15,3.6,3.25,2.2,3.73,3.34,0.4651,0.2778,0.3077,1.0506,0,2021/2022,3,2022,football-data.co.uk,2026-05-22 12:09:26.222082
668,2022-03-20,Sevilla,Sociedad,0,0,D,2.05,3.25,3.8,2.16,3.21,4.01,0.4878,0.3077,0.2632,1.0587,0,2021/2022,3,2022,football-data.co.uk,2026-05-22 12:09:26.222082
669,2022-04-02,Ath Madrid,Alaves,4,1,H,1.33,4.8,10.0,1.38,4.76,11.11,0.7519,0.2083,0.1,1.0602,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
670,2022-04-02,Celta,Real Madrid,1,2,A,4.0,3.6,1.9,4.19,3.76,1.93,0.25,0.2778,0.5263,1.0541,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
671,2022-04-02,Getafe,Mallorca,1,0,H,2.15,3.0,4.0,2.22,3.05,4.1,0.4651,0.3333,0.25,1.0484,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
672,2022-04-02,Levante,Villarreal,2,0,H,3.8,3.6,1.95,3.89,3.79,1.99,0.2632,0.2778,0.5128,1.0538,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
673,2022-04-03,Ath Bilbao,Elche,2,1,H,1.45,4.2,7.5,1.49,4.47,7.67,0.6897,0.2381,0.1333,1.0611,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
674,2022-04-03,Barcelona,Sevilla,1,0,H,1.45,4.5,7.0,1.47,4.75,7.34,0.6897,0.2222,0.1429,1.0547,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
675,2022-04-03,Betis,Osasuna,4,1,H,1.9,3.5,4.0,2.0,3.42,4.34,0.5263,0.2857,0.25,1.062,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
676,2022-04-03,Granada,Vallecano,2,2,D,2.6,3.1,2.9,2.71,3.15,2.99,0.3846,0.3226,0.3448,1.052,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
677,2022-04-03,Valencia,Cadiz,0,0,D,1.85,3.3,4.75,1.92,3.36,4.88,0.5405,0.303,0.2105,1.0541,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
678,2022-04-04,Sociedad,Espanol,1,0,H,1.6,4.0,5.75,1.58,4.32,6.16,0.625,0.25,0.1739,1.0489,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
679,2022-04-08,Sevilla,Granada,4,2,H,1.5,4.33,7.0,1.48,4.4,8.07,0.6667,0.2309,0.1429,1.0405,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
680,2022-04-09,Cadiz,Betis,1,2,A,3.4,3.2,2.25,3.58,3.25,2.3,0.2941,0.3125,0.4444,1.0511,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
681,2022-04-09,Mallorca,Ath Madrid,1,0,H,4.0,3.4,1.95,4.51,3.42,1.96,0.25,0.2941,0.5128,1.0569,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
682,2022-04-09,Real Madrid,Getafe,2,0,H,1.4,4.5,8.5,1.41,4.75,9.55,0.7143,0.2222,0.1176,1.0542,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
683,2022-04-09,Villarreal,Ath Bilbao,1,1,D,2.3,3.4,3.1,2.39,3.33,3.29,0.4348,0.2941,0.3226,1.0515,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
684,2022-04-10,Elche,Sociedad,1,2,A,3.9,3.4,2.0,3.93,3.58,2.05,0.2564,0.2941,0.5,1.0505,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
685,2022-04-10,Espanol,Celta,1,0,H,2.75,3.2,2.7,2.92,3.14,2.77,0.3636,0.3125,0.3704,1.0465,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
686,2022-04-10,Levante,Barcelona,2,3,A,6.0,5.0,1.45,6.99,5.05,1.46,0.1667,0.2,0.6897,1.0563,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
687,2022-04-10,Osasuna,Alaves,1,0,H,1.95,3.3,4.33,1.99,3.28,4.62,0.5128,0.303,0.2309,1.0468,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
688,2022-04-11,Vallecano,Valencia,1,1,D,2.2,3.3,3.3,2.26,3.33,3.59,0.4545,0.303,0.303,1.0606,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
689,2022-04-15,Sociedad,Betis,0,0,D,2.1,3.5,3.4,2.17,3.55,3.57,0.4762,0.2857,0.2941,1.056,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
690,2022-04-16,Alaves,Vallecano,1,0,H,2.7,3.1,2.8,2.78,3.21,2.85,0.3704,0.3226,0.3571,1.0501,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
691,2022-04-16,Elche,Mallorca,3,0,H,2.7,3.0,2.9,2.77,3.06,3.0,0.3704,0.3333,0.3448,1.0485,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
692,2022-04-16,Getafe,Villarreal,1,2,A,3.1,3.1,2.5,3.21,3.13,2.56,0.3226,0.3226,0.4,1.0452,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
693,2022-04-16,Valencia,Osasuna,1,2,A,2.15,3.2,3.7,2.18,3.3,3.83,0.4651,0.3125,0.2703,1.0479,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
694,2022-04-17,Ath Bilbao,Celta,0,2,A,1.75,3.6,5.0,1.85,3.67,4.78,0.5714,0.2778,0.2,1.0492,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
695,2022-04-17,Ath Madrid,Espanol,2,1,H,1.4,4.5,8.5,1.44,4.68,8.65,0.7143,0.2222,0.1176,1.0542,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
696,2022-04-17,Granada,Levante,1,4,A,2.37,3.4,3.0,2.4,3.65,3.02,0.4219,0.2941,0.3333,1.0494,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
697,2022-04-17,Sevilla,Real Madrid,2,3,A,3.0,3.4,2.4,3.01,3.48,2.49,0.3333,0.2941,0.4167,1.0441,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
698,2022-04-18,Barcelona,Cadiz,0,1,A,1.2,6.5,15.0,1.23,6.78,14.85,0.8333,0.1538,0.0667,1.0538,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
699,2022-04-19,Betis,Elche,0,1,A,1.55,4.0,6.0,1.55,4.35,6.75,0.6452,0.25,0.1667,1.0618,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
700,2022-04-19,Mallorca,Alaves,2,1,H,1.95,3.3,4.2,2.0,3.28,4.55,0.5128,0.303,0.2381,1.0539,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
701,2022-04-19,Villarreal,Valencia,2,0,H,1.44,4.75,6.5,1.45,4.91,7.61,0.6944,0.2105,0.1538,1.0588,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
702,2022-04-20,Ath Madrid,Granada,0,0,D,1.3,5.25,10.0,1.31,5.71,11.41,0.7692,0.1905,0.1,1.0597,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
703,2022-04-20,Celta,Getafe,0,2,A,2.15,3.1,3.75,2.24,3.12,3.93,0.4651,0.3226,0.2667,1.0544,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
704,2022-04-20,Osasuna,Real Madrid,1,3,A,5.0,3.75,1.66,5.67,3.9,1.69,0.2,0.2667,0.6024,1.0691,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
705,2022-04-21,Cadiz,Ath Bilbao,2,3,A,3.4,3.0,2.3,3.57,3.13,2.37,0.2941,0.3333,0.4348,1.0622,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
706,2022-04-21,Espanol,Vallecano,0,1,A,2.37,3.2,3.1,2.5,3.2,3.23,0.4219,0.3125,0.3226,1.057,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
707,2022-04-21,Levante,Sevilla,2,3,A,3.5,3.5,2.1,3.53,3.54,2.19,0.2857,0.2857,0.4762,1.0476,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
708,2022-04-21,Sociedad,Barcelona,0,1,A,3.5,3.5,2.1,3.48,3.7,2.15,0.2857,0.2857,0.4762,1.0476,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
709,2022-04-24,Barcelona,Vallecano,0,1,A,1.3,5.5,10.0,1.33,5.56,10.84,0.7692,0.1818,0.1,1.051,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
710,2022-04-29,Sevilla,Cadiz,1,1,D,1.65,3.5,6.0,1.65,3.77,6.57,0.6061,0.2857,0.1667,1.0584,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
711,2022-04-30,Alaves,Villarreal,2,1,H,3.4,3.5,2.1,3.56,3.45,2.21,0.2941,0.2857,0.4762,1.056,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
712,2022-04-30,Ath Bilbao,Ath Madrid,2,0,H,3.0,3.0,2.55,3.08,3.14,2.64,0.3333,0.3333,0.3922,1.0588,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
713,2022-04-30,Real Madrid,Espanol,4,0,H,1.5,4.5,6.0,1.51,4.58,6.99,0.6667,0.2222,0.1667,1.0556,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
714,2022-04-30,Valencia,Levante,1,1,D,2.2,3.5,3.2,2.33,3.6,3.17,0.4545,0.2857,0.3125,1.0528,0,2021/2022,4,2022,football-data.co.uk,2026-05-22 12:09:26.222082
715,2022-05-01,Barcelona,Mallorca,2,1,H,1.3,5.5,9.0,1.32,5.85,10.03,0.7692,0.1818,0.1111,1.0622,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
716,2022-05-01,Elche,Osasuna,1,1,D,2.8,3.2,2.7,2.87,3.19,2.78,0.3571,0.3125,0.3704,1.04,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
717,2022-05-01,Granada,Celta,1,1,D,2.8,3.2,2.62,2.94,3.31,2.63,0.3571,0.3125,0.3817,1.0513,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
718,2022-05-01,Vallecano,Sociedad,1,1,D,3.3,3.1,2.37,3.31,3.27,2.41,0.303,0.3226,0.4219,1.0476,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
719,2022-05-02,Getafe,Betis,0,0,D,2.75,3.1,2.7,2.89,3.17,2.77,0.3636,0.3226,0.3704,1.0566,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
720,2022-05-06,Levante,Sociedad,2,1,H,3.3,3.6,2.1,3.53,3.57,2.18,0.303,0.2778,0.4762,1.057,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
721,2022-05-07,Ath Bilbao,Valencia,0,0,D,1.55,4.0,6.5,1.56,4.27,6.65,0.6452,0.25,0.1538,1.049,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
722,2022-05-07,Betis,Barcelona,1,2,A,3.0,3.6,2.25,3.17,3.83,2.24,0.3333,0.2778,0.4444,1.0556,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
723,2022-05-07,Cadiz,Elche,3,0,H,1.7,3.75,5.0,1.75,3.75,5.38,0.5882,0.2667,0.2,1.0549,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
724,2022-05-07,Celta,Alaves,4,0,H,1.9,3.4,4.33,1.94,3.47,4.55,0.5263,0.2941,0.2309,1.0514,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
725,2022-05-07,Mallorca,Granada,2,6,A,1.95,3.5,4.0,2.05,3.36,4.23,0.5128,0.2857,0.25,1.0485,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
726,2022-05-08,Ath Madrid,Real Madrid,1,0,H,2.1,3.5,3.5,2.14,3.58,3.62,0.4762,0.2857,0.2857,1.0476,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
727,2022-05-08,Espanol,Osasuna,1,1,D,2.3,3.3,3.2,2.39,3.34,3.29,0.4348,0.303,0.3125,1.0503,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
728,2022-05-08,Getafe,Vallecano,0,0,D,2.05,3.1,4.2,2.16,3.04,4.34,0.4878,0.3226,0.2381,1.0485,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
729,2022-05-08,Villarreal,Sevilla,1,1,D,2.3,3.3,3.1,2.42,3.32,3.24,0.4348,0.303,0.3226,1.0604,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
730,2022-05-10,Barcelona,Celta,3,1,H,1.44,5.0,6.0,1.45,5.06,7.17,0.6944,0.2,0.1667,1.0611,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
731,2022-05-10,Granada,Ath Bilbao,1,0,H,3.2,3.3,2.25,3.35,3.42,2.32,0.3125,0.303,0.4444,1.06,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
732,2022-05-10,Valencia,Betis,0,3,A,3.1,3.4,2.2,3.24,3.46,2.36,0.3226,0.2941,0.4545,1.0712,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
733,2022-05-11,Alaves,Espanol,2,1,H,2.1,3.4,3.5,2.16,3.6,3.55,0.4762,0.2941,0.2857,1.056,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
734,2022-05-11,Elche,Ath Madrid,0,2,A,6.0,3.6,1.65,5.92,3.71,1.71,0.1667,0.2778,0.6061,1.0505,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
735,2022-05-11,Osasuna,Getafe,1,1,D,2.7,2.9,3.0,2.79,2.98,3.05,0.3704,0.3448,0.3333,1.0485,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
736,2022-05-11,Sevilla,Mallorca,0,0,D,1.61,4.0,5.5,1.63,3.96,6.24,0.6211,0.25,0.1818,1.0529,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
737,2022-05-12,Real Madrid,Levante,6,0,H,1.45,5.25,5.5,1.52,5.11,5.87,0.6897,0.1905,0.1818,1.0619,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
738,2022-05-12,Sociedad,Cadiz,3,0,H,1.66,3.6,5.5,1.7,3.71,6.0,0.6024,0.2778,0.1818,1.062,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
739,2022-05-12,Vallecano,Villarreal,1,5,A,4.2,3.8,1.8,4.55,3.84,1.84,0.2381,0.2632,0.5556,1.0568,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
740,2022-05-14,Espanol,Valencia,1,1,D,2.5,3.4,2.8,2.58,3.33,2.94,0.4,0.2941,0.3571,1.0513,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
741,2022-05-15,Ath Bilbao,Osasuna,2,0,H,1.53,4.2,6.0,1.55,4.38,6.3,0.6536,0.2381,0.1667,1.0584,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
742,2022-05-15,Ath Madrid,Sevilla,1,1,D,2.25,3.0,3.6,2.36,2.97,3.73,0.4444,0.3333,0.2778,1.0556,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
743,2022-05-15,Betis,Granada,2,0,H,1.5,4.33,6.0,1.53,4.32,6.79,0.6667,0.2309,0.1667,1.0643,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
744,2022-05-15,Cadiz,Real Madrid,1,1,D,3.3,3.3,2.2,3.37,3.46,2.26,0.303,0.303,0.4545,1.0606,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
745,2022-05-15,Celta,Elche,1,0,H,1.65,3.8,5.5,1.63,3.95,6.03,0.6061,0.2632,0.1818,1.051,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
746,2022-05-15,Getafe,Barcelona,0,0,D,3.75,3.25,2.1,3.75,3.22,2.22,0.2667,0.3077,0.4762,1.0505,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
747,2022-05-15,Levante,Alaves,3,1,H,2.8,3.8,2.25,3.04,3.8,2.29,0.3571,0.2632,0.4444,1.0647,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
748,2022-05-15,Mallorca,Vallecano,2,1,H,1.57,3.8,6.5,1.64,3.97,5.88,0.6369,0.2632,0.1538,1.0539,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
749,2022-05-15,Villarreal,Sociedad,1,2,A,2.1,3.6,3.3,2.17,3.74,3.33,0.4762,0.2778,0.303,1.057,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
750,2022-05-20,Real Madrid,Betis,0,0,D,1.65,4.5,4.33,1.72,4.4,4.53,0.6061,0.2222,0.2309,1.0592,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
751,2022-05-20,Vallecano,Levante,2,4,A,1.85,4.0,3.8,1.89,4.07,3.91,0.5405,0.25,0.2632,1.0537,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
752,2022-05-21,Valencia,Celta,2,0,H,2.75,3.3,2.62,2.79,3.33,2.71,0.3636,0.303,0.3817,1.0483,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
753,2022-05-22,Alaves,Cadiz,0,1,A,4.2,3.7,1.83,4.25,3.72,1.91,0.2381,0.2703,0.5464,1.0548,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
754,2022-05-22,Barcelona,Villarreal,0,2,A,2.1,4.0,3.0,2.17,3.98,3.15,0.4762,0.25,0.3333,1.0595,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
755,2022-05-22,Elche,Getafe,3,1,H,3.1,2.87,2.62,3.13,2.93,2.73,0.3226,0.3484,0.3817,1.0527,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
756,2022-05-22,Granada,Espanol,0,0,D,1.44,4.33,7.5,1.45,4.76,7.65,0.6944,0.2309,0.1333,1.0587,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
757,2022-05-22,Osasuna,Mallorca,0,2,A,3.3,3.4,2.2,3.41,3.46,2.24,0.303,0.2941,0.4545,1.0517,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
758,2022-05-22,Sevilla,Ath Bilbao,1,0,H,2.5,3.3,2.87,2.59,3.32,2.94,0.4,0.303,0.3484,1.0515,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
759,2022-05-22,Sociedad,Ath Madrid,1,2,A,2.62,3.3,2.7,2.71,3.31,2.8,0.3817,0.303,0.3704,1.0551,0,2021/2022,5,2022,football-data.co.uk,2026-05-22 12:09:26.222082
760,2022-08-12,Osasuna,Sevilla,2,1,H,3.2,3.1,2.4,3.38,3.1,2.48,0.3125,0.3226,0.4167,1.0517,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
761,2022-08-13,Barcelona,Vallecano,0,0,D,1.22,7.0,12.0,1.22,6.83,15.0,0.8197,0.1429,0.0833,1.0459,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
762,2022-08-13,Celta,Espanol,2,2,D,1.8,3.75,4.75,1.81,3.75,4.87,0.5556,0.2667,0.2105,1.0327,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
763,2022-08-13,Valladolid,Villarreal,0,3,A,3.9,3.6,1.9,4.05,3.78,1.95,0.2564,0.2778,0.5263,1.0605,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
764,2022-08-14,Almeria,Real Madrid,1,2,A,7.5,5.0,1.4,7.38,5.0,1.45,0.1333,0.2,0.7143,1.0476,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
765,2022-08-14,Cadiz,Sociedad,0,1,A,3.6,3.2,2.2,3.62,3.29,2.26,0.2778,0.3125,0.4545,1.0448,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
766,2022-08-14,Valencia,Girona,1,0,H,1.85,3.4,4.5,1.94,3.42,4.65,0.5405,0.2941,0.2222,1.0569,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
767,2022-08-15,Ath Bilbao,Mallorca,0,0,D,1.6,3.75,6.5,1.61,3.94,6.73,0.625,0.2667,0.1538,1.0455,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
768,2022-08-15,Betis,Elche,3,0,H,1.44,4.5,7.0,1.46,4.74,7.71,0.6944,0.2222,0.1429,1.0595,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
769,2022-08-15,Getafe,Ath Madrid,0,3,A,5.0,3.1,1.9,4.99,3.14,1.98,0.2,0.3226,0.5263,1.0489,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
770,2022-08-19,Espanol,Vallecano,0,2,A,2.45,3.1,3.1,2.56,3.04,3.3,0.4082,0.3226,0.3226,1.0533,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
771,2022-08-19,Sevilla,Valladolid,1,1,D,1.5,4.2,6.5,1.56,4.21,6.92,0.6667,0.2381,0.1538,1.0586,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
772,2022-08-20,Celta,Real Madrid,1,4,A,4.5,4.2,1.66,4.79,4.34,1.71,0.2222,0.2381,0.6024,1.0627,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
773,2022-08-20,Mallorca,Betis,1,2,A,3.1,3.2,2.4,3.18,3.35,2.44,0.3226,0.3125,0.4167,1.0517,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
774,2022-08-20,Osasuna,Cadiz,2,0,H,1.9,3.25,4.5,1.97,3.27,4.76,0.5263,0.3077,0.2222,1.0562,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
775,2022-08-21,Ath Bilbao,Valencia,1,0,H,1.8,3.75,4.5,1.81,3.59,5.2,0.5556,0.2667,0.2222,1.0444,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
776,2022-08-21,Ath Madrid,Villarreal,0,2,A,1.85,3.5,4.33,1.96,3.55,4.3,0.5405,0.2857,0.2309,1.0572,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
777,2022-08-21,Sociedad,Barcelona,1,4,A,3.3,3.6,2.1,3.46,3.7,2.16,0.303,0.2778,0.4762,1.057,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
778,2022-08-22,Elche,Almeria,1,1,D,2.5,3.2,3.0,2.6,3.2,3.08,0.4,0.3125,0.3333,1.0458,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
779,2022-08-22,Girona,Getafe,3,1,H,2.8,2.9,2.9,2.85,2.83,3.15,0.3571,0.3448,0.3448,1.0468,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
780,2022-08-26,Betis,Osasuna,1,0,H,1.8,3.6,4.75,1.82,3.77,4.78,0.5556,0.2778,0.2105,1.0439,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
781,2022-08-26,Girona,Celta,0,1,A,2.8,3.1,2.75,2.81,3.15,2.87,0.3571,0.3226,0.3636,1.0434,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
782,2022-08-27,Almeria,Sevilla,2,1,H,3.6,3.25,2.15,3.72,3.29,2.23,0.2778,0.3077,0.4651,1.0506,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
783,2022-08-27,Elche,Sociedad,0,1,A,3.6,3.2,2.15,3.82,3.21,2.23,0.2778,0.3125,0.4651,1.0554,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
784,2022-08-27,Vallecano,Mallorca,0,2,A,2.05,3.25,4.0,2.08,3.23,4.3,0.4878,0.3077,0.25,1.0455,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
785,2022-08-28,Barcelona,Valladolid,4,0,H,1.14,8.5,15.0,1.17,8.8,17.21,0.8772,0.1176,0.0667,1.0615,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
786,2022-08-28,Espanol,Real Madrid,1,3,A,6.5,4.75,1.45,6.72,5.12,1.47,0.1538,0.2105,0.6897,1.054,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
787,2022-08-28,Getafe,Villarreal,0,0,D,4.33,3.4,1.85,4.64,3.43,1.93,0.2309,0.2941,0.5405,1.0656,0,2022/2023,8,2022,football-data.co.uk,2026-05-22 12:09:26.222082
